,AMETHYSTS
1872,10000.0
1873,9997.0
1874,10001.5
1875,10000.0
1876,10000.0
1877,10000.0
1878,10000.0
1879,10003.0
1880,10000.0
1881,10000.0
1882,10000.0
1883,10000.0
1884,10003.0
1885,10000.0
1886,9998.5
1887,10003.0
1888,9998.5
1889,10000.0
1890,10003.5
1891,10000.0
1892,10000.0
1893,10000.0
1894,10003.0
1895,10000.0
1896,10000.0
1897,10000.0
1898,10000.0
1899,10001.0
1900,9997.0
1901,10000.0
1902,9999.0
1903,10000.0
1904,9999.0
1905,10000.0
1906,9997.0
1907,10001.0
1908,10002.0
1909,10000.0
1910,10003.5
1911,10001.0
1912,10000.0
1913,10001.0
1914,10001.0
1915,10000.0
1916,9997.0
1917,10000.0
1918,10001.0
1919,10003.5
1920,10000.0
1921,10001.0
1922,10001.0
1923,10001.5
1924,10000.0
1925,10001.0
1926,10000.0
1927,10003.5
1928,10001.0
1929,9999.0
1930,10000.0
1931,10001.0
1932,10001.0
1933,10000.0
1934,10003.0
1935,10000.0
1936,9996.5
1937,10000.0
1938,10000.0
1939,9999.0
1940,9999.0
1941,10000.0
1942,10001.5
1943,10003.5
1944,10000.0
1945,9997.0
1946,9997.0
1947,10001.0
1948,9998.5
1949,9999.0
1950,10000.0
1951,9999.0
1952,9997.0
1953,10002.5
1954,10000.0
1955,10000.0
1956,9999.0
1957,10003.0
1958,10000.0
1959,9998.5
1960,9996.5
1961,9999.0
1962,9999.0
1963,10000.0
1964,10000.0
1965,10000.0
1966,10000.0
1967,10001.0
1968,9996.5
1969,10000.0
1970,10000.0
1971,9997.0
1972,10003.0
1973,10000.0
1974,9996.5
1975,10001.5
1976,9997.0
1977,10003.0
1978,10000.0
1979,9996.5
1980,10001.0
1981,10000.0
1982,10000.0
1983,10000.0
1984,9998.0
1985,10000.0
1986,10000.0
1987,9996.5
1988,10000.0
1989,10001.0
1990,10000.0
1991,10001.0
1992,10000.0
1993,10000.0
1994,9999.0
1995,10000.0
1996,9998.5
1997,10003.5
1998,10000.0
1999,10000.0
2000,10000.0
