,AMETHYSTS
1872,10000.0
1873,9998.5
1874,10000.0
1875,10000.0
1876,10001.0
1877,10000.0
1878,10000.0
1879,10000.0
1880,10003.0
1881,9998.5
1882,10000.0
1883,9999.0
1884,9997.0
1885,9999.0
1886,9998.5
1887,9998.5
1888,10000.0
1889,9999.0
1890,10000.0
1891,10002.5
1892,9999.0
1893,10001.0
1894,9998.5
1895,9996.5
1896,10001.5
1897,10001.5
1898,10000.0
1899,10002.0
1900,10000.0
1901,10000.0
1902,10000.0
1903,10000.0
1904,10000.0
1905,10000.0
1906,10000.0
1907,10003.0
1908,9996.5
1909,10003.5
1910,9999.0
1911,10000.0
1912,10000.0
1913,10002.0
1914,10000.0
1915,9997.0
1916,10000.0
1917,10000.0
1918,10000.0
1919,10000.0
1920,9999.0
1921,9997.0
1922,9996.5
1923,10001.0
1924,10001.5
1925,9996.5
1926,10003.0
1927,10000.0
1928,10000.0
1929,10000.0
1930,10000.0
1931,10000.0
1932,10000.0
1933,10003.0
1934,10000.0
1935,9997.0
1936,10000.0
1937,9996.5
1938,9998.5
1939,10000.0
1940,10000.0
1941,9997.0
1942,10001.0
1943,10000.0
1944,9999.0
1945,9999.0
1946,10000.0
1947,9999.0
1948,10000.0
1949,10000.0
1950,10000.0
1951,10003.0
1952,10001.5
1953,10000.0
1954,9999.0
1955,10000.0
1956,10000.0
1957,10003.0
1958,10000.0
1959,9997.0
1960,10003.5
1961,10000.0
1962,10001.0
1963,9998.5
1964,10000.0
1965,10000.0
1966,10000.0
1967,10000.0
1968,10000.0
1969,10001.5
1970,10002.0
1971,10000.0
1972,10001.0
1973,10000.0
1974,10003.5
1975,10000.0
1976,10000.0
1977,9999.0
1978,10000.0
1979,10000.0
1980,9998.5
1981,10000.0
1982,10001.5
1983,10001.0
1984,10000.0
1985,9996.5
1986,10000.0
1987,10000.0
1988,10000.0
1989,10003.0
1990,10000.0
1991,10000.0
1992,10001.0
1993,10001.0
1994,10000.0
1995,10003.0
1996,9999.0
1997,10001.0
1998,9998.5
1999,10000.0
2000,10000.0
