,STARFRUIT
1872,5055.0
1873,5052.5
1874,5053.0
1875,5052.5
1876,5052.5
1877,5052.0
1878,5052.5
1879,5049.5
1880,5052.5
1881,5055.5
1882,5051.5
1883,5052.5
1884,5053.0
1885,5052.5
1886,5051.5
1887,5053.5
1888,5052.5
1889,5052.5
1890,5053.0
1891,5052.5
1892,5052.0
1893,5051.5
1894,5052.5
1895,5052.5
1896,5050.5
1897,5052.5
1898,5052.0
1899,5052.0
1900,5052.0
1901,5051.5
1902,5050.5
1903,5050.5
1904,5049.5
1905,5050.0
1906,5050.5
1907,5052.5
1908,5051.5
1909,5048.5
1910,5049.0
1911,5049.0
1912,5049.0
1913,5049.0
1914,5049.0
1915,5049.0
1916,5049.0
1917,5048.5
1918,5049.0
1919,5048.0
1920,5048.0
1921,5050.5
1922,5051.0
1923,5052.0
1924,5049.5
1925,5052.5
1926,5050.0
1927,5049.5
1928,5050.0
1929,5051.0
1930,5047.5
1931,5050.5
1932,5052.0
1933,5048.5
1934,5049.0
1935,5049.0
1936,5049.0
1937,5048.5
1938,5049.5
1939,5049.5
1940,5050.5
1941,5052.0
1942,5052.0
1943,5051.5
1944,5051.0
1945,5051.0
1946,5050.5
1947,5052.0
1948,5050.5
1949,5050.5
1950,5051.0
1951,5051.0
1952,5051.5
1953,5053.0
1954,5051.5
1955,5050.5
1956,5048.5
1957,5052.5
1958,5051.0
1959,5049.5
1960,5049.5
1961,5049.5
1962,5048.5
1963,5049.5
1964,5047.5
1965,5049.5
1966,5050.0
1967,5052.5
1968,5051.0
1969,5049.5
1970,5049.5
1971,5050.0
1972,5050.5
1973,5050.0
1974,5050.0
1975,5050.0
1976,5050.0
1977,5047.5
1978,5050.0
1979,5053.0
1980,5051.0
1981,5050.0
1982,5050.5
1983,5050.5
1984,5047.0
1985,5049.5
1986,5050.0
1987,5050.5
1988,5050.5
1989,5052.5
1990,5050.5
1991,5051.0
1992,5050.5
1993,5053.5
1994,5049.5
1995,5050.5
1996,5049.5
1997,5050.5
1998,5049.5
1999,5049.5
2000,5049.5
