,STARFRUIT
1872,4957.0
1873,4960.0
1874,4958.0
1875,4960.0
1876,4957.5
1877,4957.0
1878,4957.5
1879,4957.5
1880,4958.0
1881,4957.5
1882,4956.5
1883,4955.5
1884,4957.0
1885,4956.0
1886,4956.5
1887,4959.0
1888,4958.5
1889,4959.0
1890,4956.5
1891,4957.0
1892,4956.0
1893,4957.0
1894,4959.5
1895,4957.0
1896,4956.0
1897,4958.0
1898,4960.0
1899,4957.0
1900,4957.5
1901,4958.0
1902,4957.5
1903,4957.5
1904,4957.5
1905,4956.0
1906,4956.5
1907,4957.5
1908,4959.0
1909,4957.0
1910,4957.5
1911,4958.0
1912,4956.5
1913,4957.0
1914,4956.5
1915,4956.5
1916,4953.5
1917,4956.5
1918,4957.0
1919,4958.0
1920,4959.0
1921,4954.5
1922,4959.5
1923,4957.5
1924,4954.5
1925,4957.5
1926,4957.5
1927,4957.5
1928,4960.0
1929,4955.5
1930,4957.5
1931,4954.0
1932,4956.5
1933,4957.0
1934,4957.5
1935,4957.0
1936,4955.5
1937,4956.5
1938,4955.0
1939,4956.0
1940,4956.0
1941,4955.5
1942,4955.5
1943,4955.5
1944,4955.0
1945,4955.0
1946,4953.5
1947,4953.5
1948,4957.5
1949,4953.5
1950,4953.5
1951,4954.5
1952,4955.0
1953,4956.0
1954,4954.5
1955,4955.0
1956,4952.0
1957,4954.0
1958,4954.0
1959,4953.5
1960,4957.0
1961,4953.5
1962,4954.0
1963,4954.0
1964,4951.5
1965,4954.5
1966,4957.0
1967,4952.5
1968,4951.0
1969,4954.0
1970,4954.0
1971,4953.0
1972,4953.0
1973,4952.0
1974,4954.0
1975,4953.5
1976,4953.5
1977,4952.0
1978,4953.0
1979,4953.0
1980,4951.5
1981,4955.0
1982,4955.0
1983,4952.0
1984,4950.5
1985,4952.5
1986,4950.5
1987,4952.5
1988,4950.5
1989,4954.5
1990,4951.5
1991,4951.5
1992,4951.5
1993,4952.5
1994,4952.5
1995,4951.5
1996,4951.5
1997,4951.5
1998,4953.0
1999,4952.0
2000,4952.5
